pos,strand,library,cat,ours_count,ours_ef,paper_ef,paper_count,ef_pubtotal,abs_dev,rel_dev_pct,dev_pubtotal_pct
7758,-,FS305,HEK293T,960,11.3707,11.2366,958,11.26,0.1341,1.1933,0.2088
7758,-,FS306,RNH2A-KO-T3-8,337,38.4919,38.0676,337,38.0676,0.4243,1.1147,-0.0
7758,-,FS307,RNH2A-KO-T3-17,205,28.929,28.4298,205,28.4298,0.4993,1.7562,0.0
7758,-,FS309,RNH2A-KO-T3-8,55,17.53,17.1934,54,17.5118,0.3366,1.9577,1.8519
7758,-,FS310,RNH2A-KO-T3-17,18,63.7405,62.5901,18,62.5901,1.1504,1.838,0.0
7758,-,FS326,HEK293T,77,7.0306,6.8845,77,6.8845,0.1461,2.1216,-0.0
7758,-,FS327,RNH2A-KO-T3-8,29,12.6538,12.5842,29,12.5842,0.0696,0.553,0.0
7758,-,FS329,RNH2A-KO-T3-17,58,13.2404,13.0704,58,13.0704,0.17,1.3006,-0.0
13126,+,FS185,CD4+T,52,6.0138,5.9863,52,5.9863,0.0275,0.4593,0.0
13126,+,FS186,CD4+T,133,6.0322,5.9331,133,5.9331,0.099,1.6692,-0.0
13126,+,FS187,CD4+T,10,16.966,18.1221,10,18.1221,1.1561,-6.3793,0.0
13126,+,FS188,CD4+T,13,17.9827,18.7906,13,18.7906,0.8079,-4.2995,0.0
13126,+,FS189,CD4+T,38,28.3895,29.0501,39,28.3053,0.6606,-2.2741,-2.5641
13126,+,FS193,HCT116,10,6.7689,6.7987,10,6.7987,0.0297,-0.4371,0.0
13126,+,FS195,WB-GTP-control,50,37.107,38.8033,50,38.8033,1.6963,-4.3716,-0.0
13126,+,FS196,WB-GTP-PTSD,69,21.7818,23.0808,69,23.0808,1.299,-5.6281,0.0
13126,+,FS197,hESC-H9,32,24.4742,27.8105,32,27.8105,3.3364,-11.9969,0.0
13126,+,FS198,hESC-H9,29,39.9319,48.8967,28,50.643,8.9648,-18.3341,3.5714
13126,+,FS199,hESC-H9,10,15.4619,20.4986,10,20.4986,5.0367,-24.5707,-0.0
13126,+,FS201,hESC-H9,13,19.671,26.4746,13,26.4746,6.8036,-25.6986,-0.0
13126,+,FS203,HEK293T,23,13.3471,14.4095,23,14.4095,1.0623,-7.3725,-0.0
13126,+,FS257,DLTB,7,0.1055,0.1054,7,0.1054,0.0002,0.1603,0.0
13126,+,FS258,TLTB,8,0.2204,0.2205,8,0.2205,0.0001,-0.062,0.0
13126,+,FS259,DLTB,84,0.3005,0.2983,84,0.2983,0.0021,0.7206,0.0
13126,+,FS260,TLTB,39,0.2131,0.2111,39,0.2111,0.002,0.9668,0.0
13126,+,FS261,DLTB,17,0.2235,0.2264,17,0.2264,0.0029,-1.2712,0.0
13126,+,FS262,TLTB,78,0.7067,0.7056,77,0.7148,0.0011,0.1576,1.2987
13126,+,FS263,DLTB,638,2.7742,2.7652,633,2.7871,0.009,0.3264,0.7899
13126,+,FS264,TLTB,439,2.2596,2.2677,439,2.2677,0.0081,-0.3588,0.0
13126,+,FS300,RNH2A-KO-T3-8,272,25.1676,25.0516,271,25.144,0.116,0.4632,0.369
13126,+,FS301,RNH2A-KO-T3-17,303,19.1453,18.9394,300,19.1288,0.206,1.0874,1.0
13126,+,FS303,hESC-H9,1259,51.8158,52.2869,1291,50.9909,0.4711,-0.901,-2.4787
13126,+,FS305,HEK293T,2712,32.1221,31.8213,2713,31.8096,0.3008,0.9453,-0.0369
13126,+,FS306,RNH2A-KO-T3-8,959,109.5363,108.3288,959,108.3288,1.2075,1.1147,0.0
13126,+,FS307,RNH2A-KO-T3-17,40,5.6447,5.5473,40,5.5473,0.0974,1.7562,-0.0
13126,+,FS309,RNH2A-KO-T3-8,147,46.8528,45.849,144,46.8042,1.0038,2.1894,2.0833
13126,+,FS310,RNH2A-KO-T3-17,7,24.788,24.3406,7,24.3406,0.4474,1.838,0.0
13126,+,FS326,HEK293T,85,7.761,7.5998,85,7.5998,0.1612,2.1216,0.0
13126,+,FS327,RNH2A-KO-T3-8,30,13.0901,13.0181,30,13.0181,0.072,0.553,-0.0
13126,+,FS329,RNH2A-KO-T3-17,54,12.3273,12.169,54,12.169,0.1583,1.3006,0.0
13132,+,FS185,CD4+T,53,6.1294,5.9863,52,6.1014,0.1431,2.3912,1.9231
13132,+,FS186,CD4+T,126,5.7147,5.6209,126,5.6209,0.0938,1.6692,0.0
13132,+,FS187,CD4+T,12,20.3592,21.7465,12,21.7465,1.3873,-6.3793,-0.0
13132,+,FS188,CD4+T,30,41.4986,43.363,30,43.363,1.8644,-4.2995,0.0
13132,+,FS189,CD4+T,31,23.1598,23.0911,31,23.0911,0.0687,0.2976,0.0
13132,+,FS193,HCT116,9,6.092,6.7987,10,6.1188,0.7066,-10.3934,-10.0
13132,+,FS195,WB-GTP-control,26,19.2956,20.1777,26,20.1777,0.8821,-4.3716,-0.0
13132,+,FS196,WB-GTP-PTSD,83,26.2013,27.7639,83,27.7639,1.5626,-5.6281,0.0
13132,+,FS197,hESC-H9,39,29.8279,33.8941,39,33.8941,4.0662,-11.9969,0.0
13132,+,FS198,hESC-H9,16,22.0314,27.941,16,27.941,5.9096,-21.1502,-0.0
13132,+,FS199,hESC-H9,13,20.1005,26.6482,13,26.6482,6.5476,-24.5707,-0.0
13132,+,FS201,hESC-H9,17,25.7236,34.6206,17,34.6206,8.897,-25.6986,0.0
13132,+,FS203,HEK293T,18,10.4456,11.277,18,11.277,0.8314,-7.3725,0.0
13132,+,FS257,DLTB,4,0.0603,0.0602,4,0.0602,0.0001,0.1603,0.0
13132,+,FS258,TLTB,2,0.0551,0.0551,2,0.0551,0.0,-0.062,-0.0
13132,+,FS259,DLTB,36,0.1288,0.1279,36,0.1279,0.0009,0.7206,-0.0
13132,+,FS260,TLTB,31,0.1694,0.1678,31,0.1678,0.0016,0.9668,-0.0
13132,+,FS261,DLTB,12,0.1578,0.1598,12,0.1598,0.002,-1.2712,-0.0
13132,+,FS262,TLTB,15,0.1359,0.1375,15,0.1375,0.0015,-1.1264,-0.0
13132,+,FS263,DLTB,423,1.8393,1.8435,422,1.8478,0.0041,-0.224,0.237
13132,+,FS264,TLTB,287,1.4772,1.4774,286,1.4825,0.0002,-0.0104,0.3497
13132,+,FS300,RNH2A-KO-T3-8,134,12.3988,12.2023,132,12.3871,0.1965,1.6104,1.5152
13132,+,FS301,RNH2A-KO-T3-17,183,11.563,11.4268,181,11.553,0.1363,1.1925,1.105
13132,+,FS303,hESC-H9,818,33.6659,33.1299,818,33.1299,0.536,1.6178,-0.0
13132,+,FS305,HEK293T,1625,19.2472,19.0717,1626,19.06,0.1755,0.9204,-0.0615
13132,+,FS306,RNH2A-KO-T3-8,481,54.9395,54.3338,481,54.3338,0.6057,1.1147,-0.0
13132,+,FS307,RNH2A-KO-T3-17,21,2.9635,2.7736,20,2.9123,0.1898,6.844,5.0
13132,+,FS309,RNH2A-KO-T3-8,68,21.6734,20.6957,65,21.6509,0.9777,4.7241,4.6154
13132,+,FS310,RNH2A-KO-T3-17,1,3.5411,3.4772,1,3.4772,0.0639,1.838,0.0
13132,+,FS326,HEK293T,57,5.2045,5.0963,57,5.0963,0.1081,2.1216,-0.0
13132,+,FS327,RNH2A-KO-T3-8,22,9.5994,9.5466,22,9.5466,0.0528,0.553,-0.0
13132,+,FS329,RNH2A-KO-T3-17,29,6.6202,6.5352,29,6.5352,0.085,1.3006,0.0
7733,-,FS185,CD4+T,39,4.5103,4.6048,40,4.4897,0.0945,-2.0522,-2.5
7733,-,FS186,CD4+T,332,15.0578,14.7659,331,14.8106,0.2918,1.9764,0.3021
7733,-,FS187,CD4+T,10,16.966,16.3099,9,18.1221,0.6561,4.023,11.1111
7733,-,FS188,CD4+T,6,8.2997,8.6726,6,8.6726,0.3729,-4.2995,-0.0
7733,-,FS189,CD4+T,12,8.9651,8.9385,12,8.9385,0.0266,0.2976,-0.0
7733,-,FS193,HCT116,26,17.5992,17.6765,26,17.6765,0.0773,-0.4371,0.0
7733,-,FS195,WB-GTP-control,10,7.4214,7.7607,10,7.7607,0.3393,-4.3716,-0.0
7733,-,FS196,WB-GTP-PTSD,21,6.6292,7.0246,21,7.0246,0.3953,-5.6281,-0.0
7733,-,FS197,hESC-H9,12,9.1778,9.5599,11,10.429,0.3821,-3.9966,9.0909
7733,-,FS198,hESC-H9,3,4.1309,5.2389,3,5.2389,1.108,-21.1502,-0.0
7733,-,FS199,hESC-H9,3,4.6386,6.1496,3,6.1496,1.511,-24.5707,0.0
7733,-,FS201,hESC-H9,5,7.5658,10.1825,5,10.1825,2.6168,-25.6986,0.0
7733,-,FS203,HEK293T,12,6.9637,7.518,12,7.518,0.5543,-7.3725,-0.0
7733,-,FS257,DLTB,603,9.0901,9.0605,602,9.0755,0.0296,0.3267,0.1661
7733,-,FS258,TLTB,262,7.2171,7.194,261,7.2216,0.0231,0.3209,0.3831
7733,-,FS259,DLTB,1364,4.8791,4.8406,1363,4.8442,0.0385,0.7945,0.0734
7733,-,FS260,TLTB,866,4.7317,4.681,865,4.6864,0.0507,1.0835,0.1156
7733,-,FS261,DLTB,170,2.2352,2.2507,169,2.264,0.0155,-0.687,0.5917
7733,-,FS262,TLTB,479,4.34,4.3894,479,4.3894,0.0494,-1.1264,-0.0
7733,-,FS263,DLTB,662,2.8786,2.8788,659,2.8919,0.0002,-0.0067,0.4552
7733,-,FS264,TLTB,717,3.6905,3.6986,716,3.7038,0.0081,-0.2196,0.1397
7733,-,FS300,RNH2A-KO-T3-8,226,20.9113,20.7993,225,20.8917,0.112,0.5387,0.4444
7733,-,FS301,RNH2A-KO-T3-17,298,18.8294,18.8131,298,18.8131,0.0163,0.0866,-0.0
7733,-,FS303,hESC-H9,363,14.9397,14.7019,363,14.7019,0.2378,1.6178,-0.0
7733,-,FS305,HEK293T,1058,12.5314,12.4095,1058,12.4095,0.1219,0.9825,-0.0
7733,-,FS306,RNH2A-KO-T3-8,496,56.6528,55.9153,495,56.0283,0.7375,1.319,0.202
7733,-,FS307,RNH2A-KO-T3-17,113,15.9462,15.671,113,15.671,0.2752,1.7562,-0.0
7733,-,FS309,RNH2A-KO-T3-8,29,9.2431,9.2335,29,9.2335,0.0096,0.1039,0.0
7733,-,FS310,RNH2A-KO-T3-17,14,49.576,48.6812,14,48.6812,0.8948,1.838,-0.0
7733,-,FS326,HEK293T,106,9.6785,9.4774,106,9.4774,0.2011,2.1216,0.0
7733,-,FS327,RNH2A-KO-T3-8,20,8.7267,8.6787,20,8.6787,0.048,0.553,0.0
7733,-,FS329,RNH2A-KO-T3-17,64,14.6101,14.4225,64,14.4225,0.1876,1.3006,-0.0
13130,+,FS185,CD4+T,42,4.8573,4.8351,42,4.8351,0.0222,0.4593,0.0
13130,+,FS186,CD4+T,103,4.6715,4.6395,104,4.5948,0.0321,0.6916,-0.9615
13130,+,FS187,CD4+T,7,11.8762,12.6854,7,12.6854,0.8092,-6.3793,-0.0
13130,+,FS188,CD4+T,17,23.5159,24.5724,17,24.5724,1.0565,-4.2995,0.0
13130,+,FS189,CD4+T,33,24.654,24.5809,33,24.5809,0.0732,0.2976,-0.0
13130,+,FS193,HCT116,7,4.7383,4.7591,7,4.7591,0.0208,-0.4371,0.0
13130,+,FS195,WB-GTP-control,31,23.0063,24.058,31,24.058,1.0517,-4.3716,0.0
13130,+,FS196,WB-GTP-PTSD,64,20.2034,21.4083,64,21.4083,1.2049,-5.6281,-0.0
13130,+,FS197,hESC-H9,17,13.0019,14.7744,17,14.7744,1.7725,-11.9969,-0.0
13130,+,FS198,hESC-H9,11,15.1466,19.2094,11,19.2094,4.0628,-21.1502,0.0
13130,+,FS199,hESC-H9,10,15.4619,20.4986,10,20.4986,5.0367,-24.5707,-0.0
13130,+,FS201,hESC-H9,8,12.1052,16.292,8,16.292,4.1868,-25.6986,-0.0
13130,+,FS203,HEK293T,15,8.7046,9.3975,15,9.3975,0.6928,-7.3725,0.0
13130,+,FS257,DLTB,3,0.0452,0.0452,3,0.0452,0.0001,0.1603,0.0
13130,+,FS258,TLTB,4,0.1102,0.1103,4,0.1103,0.0001,-0.062,-0.0
13130,+,FS259,DLTB,31,0.1109,0.1101,31,0.1101,0.0008,0.7206,-0.0
13130,+,FS260,TLTB,24,0.1311,0.1299,24,0.1299,0.0013,0.9668,-0.0
13130,+,FS261,DLTB,12,0.1578,0.1598,12,0.1598,0.002,-1.2712,-0.0
13130,+,FS262,TLTB,22,0.1993,0.2016,22,0.2016,0.0023,-1.1264,0.0
13130,+,FS263,DLTB,352,1.5306,1.5289,350,1.5377,0.0017,0.109,0.5714
13130,+,FS264,TLTB,233,1.1993,1.2036,233,1.2036,0.0043,-0.3588,0.0
13130,+,FS300,RNH2A-KO-T3-8,100,9.2528,8.9668,97,9.2441,0.286,3.1895,3.0928
13130,+,FS301,RNH2A-KO-T3-17,195,12.3213,12.1843,193,12.3106,0.1369,1.1237,1.0363
13130,+,FS303,hESC-H9,582,23.953,24.6247,608,23.5716,0.6717,-2.7277,-4.2763
13130,+,FS305,HEK293T,1467,17.3758,17.2537,1471,17.2068,0.1221,0.7079,-0.2719
13130,+,FS306,RNH2A-KO-T3-8,402,45.9162,45.41,402,45.41,0.5062,1.1147,-0.0
13130,+,FS307,RNH2A-KO-T3-17,14,1.9756,1.8029,13,1.9415,0.1728,9.5836,7.6923
13130,+,FS309,RNH2A-KO-T3-8,60,19.1236,19.1037,60,19.1037,0.0198,0.1039,-0.0
13130,+,FS310,RNH2A-KO-T3-17,1,3.5411,3.4772,1,3.4772,0.0639,1.838,0.0
13130,+,FS326,HEK293T,55,5.0218,4.9175,55,4.9175,0.1043,2.1216,0.0
13130,+,FS327,RNH2A-KO-T3-8,17,7.4177,7.3769,17,7.3769,0.0408,0.553,-0.0
13130,+,FS329,RNH2A-KO-T3-17,29,6.6202,6.5352,29,6.5352,0.085,1.3006,0.0
7061,+,FS185,CD4+T,88,10.1772,10.0155,87,10.1306,0.1616,1.614,1.1494
7061,+,FS186,CD4+T,509,23.0856,22.7065,509,22.7065,0.379,1.6692,0.0
7061,+,FS187,CD4+T,31,52.5946,56.1784,31,56.1784,3.5838,-6.3793,0.0
7061,+,FS188,CD4+T,14,19.366,20.2361,14,20.2361,0.8701,-4.2995,-0.0
7061,+,FS189,CD4+T,59,44.0784,43.9476,59,43.9476,0.1308,0.2976,0.0
7061,+,FS193,HCT116,29,19.6299,19.7161,29,19.7161,0.0862,-0.4371,0.0
7061,+,FS195,WB-GTP-control,13,9.6478,10.0889,13,10.0889,0.441,-4.3716,-0.0
7061,+,FS196,WB-GTP-PTSD,68,21.4661,22.7463,68,22.7463,1.2802,-5.6281,0.0
7061,+,FS197,hESC-H9,9,6.8834,7.8217,9,7.8217,0.9384,-11.9969,0.0
7061,+,FS198,hESC-H9,2,2.7539,3.4926,2,3.4926,0.7387,-21.1502,-0.0
7061,+,FS199,hESC-H9,1,1.5462,2.0499,1,2.0499,0.5037,-24.5707,-0.0
7061,+,FS201,hESC-H9,1,1.5132,2.0365,1,2.0365,0.5234,-25.6986,0.0
7061,+,FS203,HEK293T,7,4.0622,4.3855,7,4.3855,0.3233,-7.3725,-0.0
7061,+,FS257,DLTB,246,3.7084,3.7024,246,3.7024,0.0059,0.1603,0.0
7061,+,FS258,TLTB,101,2.7822,2.7839,101,2.7839,0.0017,-0.062,-0.0
7061,+,FS259,DLTB,1247,4.4606,4.4216,1245,4.4287,0.039,0.8824,0.1606
7061,+,FS260,TLTB,713,3.8957,3.8584,713,3.8584,0.0373,0.9668,0.0
7061,+,FS261,DLTB,416,5.4697,5.5401,416,5.5401,0.0704,-1.2712,0.0
7061,+,FS262,TLTB,609,5.5179,5.5716,608,5.5807,0.0537,-0.9638,0.1645
7061,+,FS263,DLTB,2763,12.0144,12.0656,2762,12.0699,0.0511,-0.4238,0.0362
7061,+,FS264,TLTB,1611,8.292,8.3115,1609,8.3219,0.0195,-0.2349,0.1243
7061,+,FS300,RNH2A-KO-T3-8,78,7.2172,7.118,77,7.2104,0.0992,1.3937,1.2987
7061,+,FS301,RNH2A-KO-T3-17,244,15.4174,15.2778,242,15.404,0.1396,0.9137,0.8264
7061,+,FS303,hESC-H9,249,10.2479,10.0848,249,10.0848,0.1632,1.6178,-0.0
7061,+,FS305,HEK293T,800,9.4756,9.3834,800,9.3834,0.0922,0.9825,0.0
7061,+,FS306,RNH2A-KO-T3-8,170,19.4173,19.0903,169,19.2032,0.327,1.713,0.5917
7061,+,FS307,RNH2A-KO-T3-17,2,0.2822,0.2774,2,0.2774,0.0049,1.7562,0.0
7061,+,FS309,RNH2A-KO-T3-8,2,0.6375,0.6368,2,0.6368,0.0007,0.1039,-0.0
7061,+,FS310,RNH2A-KO-T3-17,5,17.7057,17.3861,5,17.3861,0.3196,1.838,-0.0
7061,+,FS326,HEK293T,40,3.6523,3.6658,41,3.5764,0.0135,-0.3692,-2.439
7061,+,FS327,RNH2A-KO-T3-8,13,5.6724,5.6412,13,5.6412,0.0312,0.553,0.0
7061,+,FS329,RNH2A-KO-T3-17,23,5.2505,5.1831,23,5.1831,0.0674,1.3006,-0.0
13131,+,FS185,CD4+T,28,3.2382,3.1083,27,3.2234,0.1299,4.18,3.7037
13131,+,FS186,CD4+T,85,3.8552,3.7919,85,3.7919,0.0633,1.6692,-0.0
13131,+,FS187,CD4+T,8,13.5728,14.4976,8,14.4976,0.9248,-6.3793,-0.0
13131,+,FS188,CD4+T,12,16.5994,18.7906,13,17.3452,2.1912,-11.6611,-7.6923
13131,+,FS189,CD4+T,26,19.4244,19.3668,26,19.3668,0.0576,0.2976,-0.0
13131,+,FS193,HCT116,12,8.1227,8.1584,12,8.1584,0.0357,-0.4371,-0.0
13131,+,FS195,WB-GTP-control,36,26.717,27.9384,36,27.9384,1.2213,-4.3716,0.0
13131,+,FS196,WB-GTP-PTSD,54,17.0466,18.0632,54,18.0632,1.0166,-5.6281,0.0
13131,+,FS197,hESC-H9,21,16.0612,18.2507,21,18.2507,2.1895,-11.9969,-0.0
13131,+,FS198,hESC-H9,9,12.3927,15.7168,9,15.7168,3.3241,-21.1502,-0.0
13131,+,FS199,hESC-H9,2,3.0924,4.0997,2,4.0997,1.0073,-24.5707,-0.0
13131,+,FS201,hESC-H9,7,10.5921,14.2555,7,14.2555,3.6635,-25.6986,0.0
13131,+,FS203,HEK293T,12,6.9637,7.518,12,7.518,0.5543,-7.3725,-0.0
13131,+,FS257,DLTB,4,0.0603,0.0602,4,0.0602,0.0001,0.1603,0.0
13131,+,FS258,TLTB,2,0.0551,0.0551,2,0.0551,0.0,-0.062,-0.0
13131,+,FS259,DLTB,33,0.118,0.1136,32,0.1172,0.0044,3.8681,3.125
13131,+,FS260,TLTB,22,0.1202,0.1191,22,0.1191,0.0012,0.9668,-0.0
13131,+,FS261,DLTB,6,0.0789,0.0799,6,0.0799,0.001,-1.2712,-0.0
13131,+,FS262,TLTB,15,0.1359,0.1375,15,0.1375,0.0015,-1.1264,-0.0
13131,+,FS263,DLTB,263,1.1436,1.1489,263,1.1489,0.0053,-0.4598,-0.0
13131,+,FS264,TLTB,247,1.2713,1.2759,247,1.2759,0.0046,-0.3588,-0.0
13131,+,FS300,RNH2A-KO-T3-8,90,8.3275,8.3197,90,8.3197,0.0078,0.0938,-0.0
13131,+,FS301,RNH2A-KO-T3-17,139,8.7828,8.7753,139,8.7753,0.0076,0.0866,-0.0
13131,+,FS303,hESC-H9,451,18.5615,18.266,451,18.266,0.2955,1.6178,0.0
13131,+,FS305,HEK293T,1153,13.6567,13.5355,1154,13.5238,0.1211,0.895,-0.0867
13131,+,FS306,RNH2A-KO-T3-8,342,39.063,38.5194,341,38.6324,0.5436,1.4112,0.2933
13131,+,FS307,RNH2A-KO-T3-17,13,1.8345,1.8029,13,1.8029,0.0317,1.7562,-0.0
13131,+,FS309,RNH2A-KO-T3-8,43,13.7052,12.7358,40,13.691,0.9694,7.6117,7.5
13131,+,FS310,RNH2A-KO-T3-17,2,7.0823,6.9545,2,6.9545,0.1278,1.838,0.0
13131,+,FS326,HEK293T,36,3.287,3.2187,36,3.2187,0.0683,2.1216,0.0
13131,+,FS327,RNH2A-KO-T3-8,13,5.6724,5.6412,13,5.6412,0.0312,0.553,0.0
13131,+,FS329,RNH2A-KO-T3-17,27,6.1636,6.0845,27,6.0845,0.0791,1.3006,-0.0
7737,-,FS185,CD4+T,35,4.0477,3.9141,34,4.0292,0.1336,3.414,2.9412
7737,-,FS186,CD4+T,262,11.8829,11.6879,262,11.6879,0.1951,1.6692,-0.0
7737,-,FS187,CD4+T,10,16.966,18.1221,10,18.1221,1.1561,-6.3793,0.0
7737,-,FS188,CD4+T,11,15.2161,15.8998,11,15.8998,0.6836,-4.2995,-0.0
7737,-,FS189,CD4+T,20,14.9418,14.8975,20,14.8975,0.0443,0.2976,0.0
7737,-,FS193,HCT116,20,13.5379,13.5973,20,13.5973,0.0594,-0.4371,0.0
7737,-,FS195,WB-GTP-control,6,4.4528,4.6564,6,4.6564,0.2036,-4.3716,0.0
7737,-,FS196,WB-GTP-PTSD,16,5.0509,5.3521,16,5.3521,0.3012,-5.6281,0.0
7737,-,FS197,hESC-H9,8,6.1185,6.9526,8,6.9526,0.8341,-11.9969,-0.0
7737,-,FS198,hESC-H9,4,5.5079,6.9852,4,6.9852,1.4774,-21.1502,-0.0
7737,-,FS199,hESC-H9,2,3.0924,4.0997,2,4.0997,1.0073,-24.5707,-0.0
7737,-,FS201,hESC-H9,7,10.5921,14.2555,7,14.2555,3.6635,-25.6986,0.0
7737,-,FS203,HEK293T,7,4.0622,4.3855,7,4.3855,0.3233,-7.3725,-0.0
7737,-,FS257,DLTB,253,3.8139,3.8078,253,3.8078,0.0061,0.1603,0.0
7737,-,FS258,TLTB,129,3.5535,3.5557,129,3.5557,0.0022,-0.062,0.0
7737,-,FS259,DLTB,626,2.2392,2.2197,625,2.2232,0.0196,0.8818,0.16
